Mean_0,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,Mean_7,Mean_8,Mean_9,Mean_10,Mean_11,Mean_12,Std_0,Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,Std_7,Std_8,Std_9,Std_10,Std_11,Std_12,Min_0,Min_1,Min_2,Min_3,Min_4,Min_5,Min_6,Min_7,Min_8,Min_9,Min_10,Min_11,Min_12,Max_0,Max_1,Max_2,Max_3,Max_4,Max_5,Max_6,Max_7,Max_8,Max_9,Max_10,Max_11,Max_12,label
-263.67926,97.03676,-13.233403,3.9543355,-4.2844687,5.7862444,-6.9850173,-11.319888,-20.04135,-1.9470567,-6.467676,-1.6039197,-1.1209364,131.66045,56.890797,29.654268,23.990294,20.432014,10.832562,10.563704,16.829216,15.240483,11.736785,13.181023,11.004322,10.51056,-62.119064,200.7132,45.66502,76.313324,41.078117,32.452023,18.59697,25.91949,11.125152,24.071333,18.392117,21.772419,25.195751,-493.7073,-61.90778,-77.02489,-41.479393,-50.590675,-31.505234,-33.392952,-49.53036,-54.416794,-38.44659,-43.0198,-36.570732,-24.788223,felicidade
-219.28076,99.279045,-2.398523,42.901855,10.598022,12.692045,0.34037226,3.2060235,-6.7230287,2.2753723,-1.9745649,-2.903603,-5.252099,88.717316,55.85353,20.749588,21.050611,20.146877,12.422233,11.245822,9.140891,11.042491,10.89484,9.0686865,9.692255,7.8990726,-52.77516,182.732,39.367382,95.41449,49.596886,46.547676,29.023985,28.235731,20.832575,27.578228,19.612244,21.761263,13.787839,-409.80444,-63.360344,-62.51757,-8.087461,-55.293873,-26.76142,-33.058548,-18.38945,-37.53419,-33.48442,-28.5723,-32.497204,-29.16253,tristeza
-224.82187,116.34236,-37.19146,21.797682,-15.354408,22.368282,-25.963636,-12.477588,2.7241516,-10.589653,-15.156305,-1.77608,-7.923916,76.4289,53.373867,25.198965,29.539837,17.539055,17.490366,18.331993,17.622171,13.111631,12.1793785,15.222684,13.168751,10.677308,-60.200565,206.61371,30.57888,90.04671,18.386585,67.1302,17.8321,23.206364,33.13443,19.30436,19.634995,27.312935,18.336246,-438.8389,-19.83694,-90.11872,-40.26664,-52.100605,-27.124575,-70.88278,-58.947037,-33.07362,-43.980186,-46.916313,-40.46545,-32.69971,felicidade
-252.67987,155.88373,22.456205,14.5167,0.23703915,1.1920918,-14.071634,0.65707254,-9.968775,0.34831157,-23.194427,-10.312042,-1.6341628,92.80491,42.52117,23.02824,27.013157,18.90448,16.214275,18.301823,13.787933,14.226624,8.112425,15.290972,12.319716,9.174174,-115.483086,220.69077,77.028206,80.56114,36.75614,43.65732,12.478144,23.931093,21.802723,17.646847,5.5681515,15.284044,17.355118,-454.94263,26.135483,-33.675415,-54.89808,-56.159668,-30.602997,-61.07122,-36.12954,-49.924946,-18.277573,-55.559708,-32.217777,-23.092514,neutro
-266.60547,101.75539,25.50209,21.807386,-6.310765,3.960632,-6.5252943,2.7299087,-23.77143,-3.626832,-10.635301,3.7749693,-3.023306,115.29178,41.112328,26.336834,20.298433,20.108162,20.11204,16.538746,11.517872,19.378855,12.163563,13.025791,10.94953,11.051499,-85.72906,177.50098,83.199585,75.07387,40.43876,44.90463,27.320507,30.145332,8.283085,24.66861,21.509663,30.591797,18.547642,-514.6373,-39.963417,-37.02494,-21.075056,-63.394665,-51.736633,-50.8488,-27.360775,-74.65651,-31.195984,-45.21686,-24.666954,-37.92276,felicidade
-227.54517,87.834435,-39.87379,5.041646,-24.48159,11.236503,-25.894724,-15.748265,-1.2651534,-10.378319,-14.825062,-0.81228405,-8.884255,62.17928,29.897753,22.779985,12.941064,17.699741,15.5045185,16.689653,13.390506,15.11563,8.4391985,10.913355,9.539536,7.132492,-125.22581,142.44855,27.677485,31.785643,20.971367,40.925713,5.467397,15.647554,36.74597,9.080028,11.865864,30.159523,6.3671045,-384.53967,3.78647,-91.4177,-21.119036,-58.690666,-21.913338,-58.310097,-41.07287,-35.03566,-26.953703,-44.308533,-19.495571,-26.06704,felicidade
-326.3007,114.19698,-1.4428067,18.767359,6.6481414,6.875057,-15.311661,1.381201,-7.0183854,-9.740583,-9.334663,-7.6599126,-9.67415,120.58922,60.550632,42.173748,25.692795,17.540571,22.843554,20.620329,14.165667,11.049051,11.659179,9.817849,9.703012,8.666087,-143.55351,221.31589,72.0039,99.37196,50.290863,64.14429,18.431969,34.441906,13.28894,15.75053,16.48038,14.518634,9.126062,-538.859,-29.171486,-103.57151,-43.246307,-32.325706,-66.60724,-64.60397,-29.580933,-31.56802,-47.230026,-41.25934,-36.85019,-36.857815,raiva
-352.92227,64.71274,-17.216635,19.076641,-2.110688,-0.9330119,-18.320688,7.5113916,-12.72161,-5.5443172,-0.3081103,-6.318365,-5.833022,152.13399,54.7617,45.519085,27.003769,19.804836,16.929628,20.242008,13.90834,18.095013,14.444471,11.702299,12.116905,10.581618,-126.20683,178.2951,70.62858,86.55495,44.08171,42.730896,18.723743,56.518448,15.087822,31.681282,33.44268,19.650364,16.544437,-575.1866,-70.24501,-129.06429,-59.88389,-60.213173,-46.781746,-78.15869,-20.77891,-58.78148,-44.695477,-34.57304,-35.913513,-31.855005,raiva
-270.8688,107.093735,-8.38988,29.006365,26.21795,22.15454,-9.088673,-5.2920694,-2.0723355,-2.9004102,-21.376556,-5.5268154,-13.575797,95.48892,68.4092,39.74001,22.530762,20.515224,16.179672,15.138089,16.9705,11.829345,14.855465,13.110789,11.406966,9.589879,-94.957245,212.26083,78.15938,87.17973,73.0654,64.501785,25.273342,34.922905,27.771988,26.429058,13.711021,17.001074,8.854894,-464.2448,-73.07437,-100.3244,-18.867641,-37.979164,-13.841339,-54.4464,-50.769608,-36.889618,-48.259476,-49.119415,-31.181545,-38.64919,tristeza
-314.08868,75.764145,-35.09688,2.0085542,-24.89634,-11.453352,-31.06487,-7.6744037,-5.167881,-19.904154,-10.690849,-14.573194,-15.03198,105.50615,46.83877,47.837402,23.73847,25.019936,18.989866,19.2691,12.055168,10.207865,16.126776,9.7692375,11.049311,8.950408,-155.1547,151.25656,60.7275,60.2564,24.035946,41.483315,10.587297,16.360647,13.934742,9.077853,13.686481,10.216004,4.924425,-508.27744,-85.7616,-145.80876,-65.567535,-77.498795,-63.274204,-71.21886,-40.671227,-40.527405,-61.83755,-33.25665,-51.457363,-37.7857,raiva
-237.76604,118.8767,-4.7744856,52.36528,12.575949,12.836342,-0.28587654,-0.99883246,-5.042947,1.3581234,-3.4434633,-5.9854746,-6.8132997,89.173256,61.90422,24.364138,24.436743,20.302534,14.039704,10.358881,11.82738,12.581127,10.240884,9.946697,11.648478,7.1333156,-81.58383,210.49908,80.570145,107.387,54.732185,47.88549,25.110163,24.523636,19.917328,27.021,18.228935,18.193516,10.073603,-414.57846,-30.624292,-82.060936,-2.3632193,-50.085106,-14.675089,-29.126911,-33.182144,-37.2105,-25.807318,-27.64564,-42.30984,-29.416819,tristeza
-289.70508,94.28888,-9.483191,10.319663,-8.452149,0.2710993,-25.332468,-6.719697,-6.6038203,-11.9483385,-18.84876,-3.8982747,-12.389843,124.22736,63.49752,38.60494,26.627438,23.33249,19.551207,22.522282,13.089705,9.988099,16.785671,18.81634,12.819293,11.313987,-110.09073,199.16852,63.08673,68.75011,33.233795,49.69684,10.798685,21.807365,14.242023,25.40195,14.28814,22.882416,9.922632,-526.09796,-78.35742,-92.11853,-59.597366,-74.17482,-59.82454,-91.185776,-39.531307,-30.445156,-61.971474,-64.20833,-37.57468,-47.70088,felicidade
-304.9788,99.49904,22.735296,17.501192,11.998532,12.038188,-13.186337,9.017306,1.5050727,-0.55362576,-0.4464603,-2.7253344,-1.2649672,88.805984,36.446083,25.312881,23.47255,15.756406,10.183687,20.12279,11.080647,12.629269,11.28229,10.005904,10.264032,7.95202,-93.61589,188.8915,68.48479,85.17742,51.68074,45.491524,15.195061,43.671593,26.59018,22.549843,23.83933,19.926935,16.801865,-425.52057,-35.617447,-81.66002,-35.49185,-30.61259,-13.158544,-71.787415,-16.918638,-36.49242,-37.075336,-28.532446,-34.418232,-31.385002,tristeza
-336.2418,64.26741,-17.076283,21.356977,-1.4813341,-1.9559951,-21.194445,7.740036,-14.145078,-7.2466006,-0.144731,-5.804755,-6.739635,148.95976,56.03385,44.43098,28.103027,20.382868,19.859201,22.48488,14.9288,17.887915,13.032357,10.441925,10.920901,9.210261,-94.70442,199.14264,70.962975,81.812645,56.859695,52.27258,13.697147,59.518547,10.419825,20.127605,29.724985,20.338856,11.726387,-579.1144,-54.320126,-110.62059,-53.05535,-56.002106,-52.948547,-85.575,-21.020533,-64.13787,-47.806572,-26.066303,-36.796814,-38.4084,raiva
-357.97485,106.79594,21.842897,34.212437,17.037495,20.28158,-3.593136,5.443411,-3.9898665,-5.3947062,-7.5483003,-6.04983,-6.874632,102.162605,49.566097,21.597961,23.365305,17.01048,10.902986,18.90664,12.84948,11.970444,10.832649,9.891222,12.287088,8.71251,-126.91173,197.3112,71.39023,110.78621,57.506863,52.355637,35.555065,38.675133,25.36662,18.65794,12.864929,23.921593,13.987419,-515.86554,-49.36403,-48.845894,-16.731634,-31.062733,-3.873357,-61.769684,-20.428864,-35.243637,-33.507744,-37.78083,-36.677605,-36.513874,tristeza
-257.85736,116.4952,-52.52525,-8.42813,-25.569231,-3.381226,-19.834364,-5.370036,11.191804,-16.627626,-13.316535,1.9662188,8.494955,64.373,30.014048,43.558292,18.3565,28.827255,22.025278,15.007282,18.79574,13.702776,11.273854,19.381874,11.316072,11.273387,-114.399185,172.92444,66.848236,28.478937,50.989407,45.54719,19.636898,24.952175,61.94596,10.220974,27.416624,29.195044,43.981113,-457.40485,28.626656,-137.32364,-52.70674,-81.84562,-50.000046,-55.698296,-57.58416,-23.04379,-41.393967,-59.087692,-34.624348,-17.20483,felicidade
-310.252,125.117004,-18.164629,5.0416574,6.064547,-4.9716473,-22.769838,0.58286524,-13.979846,-8.554025,-3.1580946,-8.871659,-5.87037,117.68998,47.248844,35.83709,23.709187,23.943829,23.810177,19.693882,13.514841,12.3405485,12.792171,11.017762,14.321655,11.582578,-121.15537,228.69176,36.31907,61.82691,64.23471,31.672092,16.882875,38.67,10.722866,20.850807,26.09566,16.551483,14.326939,-530.14966,6.597067,-85.83873,-74.15793,-41.203247,-80.30652,-65.165764,-26.946182,-41.592205,-33.713768,-28.694736,-48.088253,-38.790405,felicidade
-253.53452,112.1043,-4.406987,17.529112,1.0421014,13.107,-17.990469,-9.05508,-7.7108192,-3.5147426,-13.033908,-7.3533926,-6.4691057,102.85207,64.98192,28.356289,32.464558,22.177883,21.590324,18.453913,12.476157,16.291735,11.177825,11.962828,13.060054,10.536054,-78.70676,225.72704,75.36565,93.20581,43.977913,81.5411,27.803514,23.817944,27.83487,26.704567,13.221891,18.848839,25.044449,-475.00537,-46.51788,-69.0676,-57.073814,-63.265408,-32.236412,-67.75653,-48.698593,-50.062984,-35.73969,-45.178368,-49.176052,-37.24855,felicidade
-246.48146,153.4101,18.20514,14.745142,1.6813918,5.2045975,-17.538568,2.472072,-9.346299,-1.8232535,-19.964914,-8.79278,-4.758418,86.40662,42.843315,22.070522,27.334503,20.028824,18.136784,16.377157,13.6304865,11.914276,11.5918255,14.273874,11.793456,10.007925,-123.23401,228.32243,85.47455,65.89701,38.646477,67.73512,13.873411,31.112278,15.765298,28.261074,8.251032,14.71291,17.319252,-429.31015,25.395561,-30.030626,-62.993393,-46.451324,-26.655293,-60.471127,-34.62943,-40.834755,-28.55626,-54.588608,-38.845135,-31.709229,neutro
-314.47037,104.10395,12.6272335,28.765038,1.4455985,3.4372485,-13.59316,14.169695,-5.0087776,-0.8125045,-2.2128696,-8.782662,-5.0779753,109.14895,55.927265,23.999435,23.87375,18.441027,9.507777,16.820671,12.932734,12.930025,8.959119,9.112832,10.024121,7.3632035,-96.17554,175.53375,46.09011,87.40489,42.205826,40.360832,15.620724,54.548767,22.268787,28.30294,22.025684,11.721546,20.652802,-462.90424,-64.91023,-55.690697,-2.2902484,-52.81444,-20.244965,-73.25745,-16.849316,-39.35211,-28.597858,-24.623707,-33.505665,-26.578781,tristeza
-156.69858,121.88668,-8.23266,23.316124,2.2319438,13.492687,-17.091984,14.350181,-16.009323,-6.5945797,-8.272403,-5.3293757,-0.6804104,63.962162,38.46669,20.143671,21.058325,15.742855,12.029431,13.27695,8.7611065,9.436408,10.073378,8.471294,10.530782,9.271616,-63.875233,182.78427,68.31244,68.9908,39.96607,37.90438,9.237136,32.35282,2.5054142,10.458725,10.365369,14.073725,21.285496,-344.12915,-5.9814057,-49.990078,-18.163965,-24.088284,-14.3418045,-48.969276,-9.347801,-42.59582,-31.2543,-34.642143,-31.955143,-19.975208,neutro
-273.133,137.60829,5.0804644,22.232798,8.15119,13.20115,-5.0133276,-2.0819268,-1.2134558,1.7177081,-10.967285,-5.000772,-9.301017,93.81593,48.292286,24.934536,25.45213,12.653086,17.51453,12.228145,11.69004,10.440399,12.661409,8.717165,9.504102,9.110478,-62.89768,211.03857,54.998802,90.78946,51.834225,70.76068,26.250984,40.983315,26.74173,30.450077,18.532757,21.939922,10.034686,-410.96594,-26.91631,-82.88896,-19.051517,-30.296322,-14.346579,-40.040405,-27.03545,-30.65133,-33.21452,-43.924458,-35.702217,-43.46703,tristeza
-292.02237,90.15111,-21.698103,0.8744255,0.23581867,-7.123647,-17.386847,4.3479652,-8.818409,-8.902745,0.085564986,-4.1950903,-8.407089,141.5907,53.0692,38.910305,23.153856,17.886326,17.828115,23.809309,15.182424,14.395477,10.497768,9.79778,14.937684,8.345138,-23.923246,186.37088,40.551247,53.684673,30.983433,29.49776,22.091377,41.670128,18.0979,17.774921,22.594944,25.94719,10.105732,-508.2994,-10.518972,-90.19014,-76.741455,-55.9648,-64.52623,-74.1837,-24.395174,-43.958916,-41.722992,-30.707659,-50.60656,-35.172585,felicidade
-285.32312,126.82158,6.417383,13.594506,8.460291,4.8791895,-12.872925,2.9395988,-4.0709386,-4.3226376,-10.584975,-4.1749144,-3.911837,96.52212,34.637726,33.27011,23.798035,18.081205,11.19779,13.147231,9.983885,11.482288,10.278121,13.762532,8.539732,8.351481,-47.167953,206.90099,91.47171,92.639465,54.130386,43.762886,16.30272,32.37171,20.688557,23.009485,16.03107,19.240358,18.059116,-433.0038,-21.554781,-76.705894,-28.998852,-39.03071,-27.49112,-56.298103,-28.124725,-41.703636,-30.603697,-44.34004,-31.864475,-30.512697,tristeza
-379.1971,93.98127,-9.75327,14.924499,6.175107,1.1742154,-19.498734,8.082399,-9.431289,-3.7473903,0.9713581,-6.5206847,-3.1556995,151.4018,53.616177,40.612698,29.560162,19.681383,16.277214,24.376755,11.920319,17.653982,12.002779,10.384138,11.641345,8.641979,-125.07827,192.11897,44.33447,109.53378,62.50086,36.251858,26.611958,49.461075,26.097227,16.431215,34.58709,13.526066,14.8552685,-594.9286,-58.008694,-128.73636,-47.641388,-42.564278,-53.493717,-83.318436,-18.884697,-52.95681,-41.557404,-27.937832,-37.76808,-32.325146,raiva
-256.40735,85.46478,8.832146,34.291424,-0.5488648,3.2750494,-17.35038,10.784171,-10.929315,-4.970441,-4.117629,-11.523059,-4.5701637,105.067856,59.17559,28.987944,23.205399,17.851131,10.864914,18.64691,12.36562,14.553724,10.410134,12.582563,11.739286,9.255735,-79.7203,165.91122,65.58343,83.66507,31.538624,37.704514,19.442162,40.564613,21.810314,20.68374,17.67746,8.513467,16.907558,-438.05325,-65.31259,-48.098618,-3.4820414,-45.824932,-26.307026,-75.10239,-13.502466,-57.807083,-38.849518,-35.705124,-38.13224,-28.730011,tristeza
