Mean_0,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,Mean_7,Mean_8,Mean_9,Mean_10,Mean_11,Mean_12,Std_0,Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,Std_7,Std_8,Std_9,Std_10,Std_11,Std_12,Min_0,Min_1,Min_2,Min_3,Min_4,Min_5,Min_6,Min_7,Min_8,Min_9,Min_10,Min_11,Min_12,Max_0,Max_1,Max_2,Max_3,Max_4,Max_5,Max_6,Max_7,Max_8,Max_9,Max_10,Max_11,Max_12,label
-196.30225,49.94573,11.901043,37.53476,-1.1989312,6.23921,-15.563451,7.582659,-10.311961,-5.599044,-6.455971,-7.3478923,-10.657847,60.61986,47.595398,28.182686,21.344154,17.557472,11.175869,14.357397,8.331236,9.011883,9.411161,10.835455,9.8331995,8.1359415,-62.329388,135.4435,62.14273,85.60537,34.084354,44.86409,9.383738,28.643,8.943492,25.885273,16.027336,14.977453,9.339501,-325.33688,-43.785454,-45.60276,-1.6143816,-38.460743,-22.438438,-56.505554,-14.027928,-31.659666,-32.687233,-28.851847,-30.7621,-28.785004,tristeza
-224.37599,59.343838,17.67544,24.945349,15.139589,17.203072,-0.94873416,-2.9405425,-5.130448,0.69206125,-3.0450163,-1.3605788,-7.103343,54.637302,39.12189,23.415373,19.432346,13.663012,10.538865,12.959789,15.815596,8.52296,11.814502,9.89604,9.683943,8.530378,-77.9619,135.45901,57.147964,86.951126,47.600613,49.8563,24.41524,22.992222,16.392591,38.05639,21.292732,41.765503,13.167158,-319.8937,-39.426258,-64.7277,-34.713623,-25.399408,-4.914253,-42.256805,-49.244133,-32.394478,-28.873463,-35.292732,-23.369118,-30.716345,tristeza
-242.41708,45.214203,-31.243616,-7.9167595,-16.75033,-5.324551,-18.089886,-3.3967493,-12.948656,-18.80174,-9.259392,-8.696781,-6.51488,71.36386,36.267044,36.396328,20.04048,19.22869,17.623306,18.92638,17.62333,12.298546,10.933543,11.479468,9.108261,8.145132,-114.1034,116.16324,35.428734,57.702423,23.361717,34.925026,20.230663,37.56826,17.6857,4.2925196,28.504131,13.703148,9.426924,-377.4377,-72.13338,-124.05657,-44.91059,-65.97618,-58.133144,-77.546005,-57.912796,-43.232086,-45.614185,-44.943176,-34.335537,-29.445635,felicidade
-189.62372,86.453,9.138119,18.895855,3.0289624,15.308169,-9.879595,2.02102,-15.785765,2.179436,-16.266539,-3.634335,-14.855273,52.586533,48.767094,31.697155,19.619146,16.042913,15.763166,16.120003,12.541622,10.749382,11.354251,9.1224165,8.271087,10.348887,-96.425514,171.86508,56.693466,54.245857,41.09234,60.666363,27.328209,28.04861,12.118328,25.682983,10.050356,15.652326,12.462992,-293.73334,-4.6414156,-87.97825,-46.698914,-36.762608,-11.941732,-53.092514,-30.744518,-42.752907,-27.774864,-36.08514,-35.50838,-41.41358,raiva
-362.6365,52.135994,-21.123512,-1.1129769,-21.370827,-7.145232,-15.117096,-6.5391016,-6.5317035,-8.716744,-10.681334,-12.361122,-8.231072,110.315796,44.97429,35.13482,22.86282,20.834614,13.982199,20.655916,15.732373,12.037701,8.569189,7.4640045,8.146433,7.51696,-141.09833,137.16702,43.033478,67.83705,19.892878,40.77976,10.322042,16.881372,22.268246,19.214539,10.199134,11.706991,6.326003,-497.44952,-91.98798,-89.729744,-53.7228,-89.877495,-83.8902,-70.18836,-53.38005,-51.486046,-37.82097,-34.419117,-43.378654,-35.30034,raiva
-190.0738,85.12473,-20.483051,10.070847,-7.3799596,-0.10051747,-10.92014,11.801483,-1.6941044,-7.9893637,-5.967532,8.4514475,6.1643543,170.68507,50.612328,30.698507,26.235819,19.375698,14.706834,13.935181,13.375257,16.705156,13.949047,11.374149,10.338147,14.095834,-15.623263,181.09439,32.77729,82.329666,31.8116,33.895836,16.285166,41.293404,32.85475,18.705193,14.530269,30.417734,32.602154,-507.65588,-51.25833,-70.09357,-46.935112,-56.545097,-34.20559,-41.228104,-22.056816,-39.370125,-49.18839,-34.307404,-15.2777405,-38.75787,raiva
-252.67986,155.88371,22.456198,14.5167,0.23703872,1.1920922,-14.071633,0.6570733,-9.968775,0.34831187,-23.194427,-10.312042,-1.6341628,92.8049,42.52117,23.02824,27.013157,18.904478,16.214275,18.301823,13.787932,14.226622,8.112424,15.290972,12.3197155,9.174173,-115.483086,220.69075,77.0282,80.561134,36.756134,43.657314,12.478146,23.931097,21.802721,17.64685,5.5681524,15.284046,17.355118,-454.94263,26.135483,-33.675415,-54.89808,-56.159668,-30.602995,-61.07122,-36.12954,-49.92494,-18.277565,-55.559708,-32.217777,-23.092514,neutro
-329.3104,102.07685,-11.470264,16.114948,4.836752,-4.1791763,-20.990211,7.9332256,-14.370729,-2.862082,0.97447914,-7.505247,-2.976356,130.00514,52.034676,39.45114,29.438192,21.394342,17.074295,23.425694,12.821956,17.458448,12.998476,11.022135,11.667384,8.817412,-136.02858,187.37965,54.004505,115.73549,53.95331,30.823515,17.044758,48.679684,19.98349,25.008148,28.582497,11.809806,21.315598,-534.6228,-52.43248,-109.24076,-43.278465,-54.78823,-66.08132,-75.60807,-18.657299,-63.243324,-40.461113,-34.54577,-35.827484,-24.952599,raiva
-209.06244,67.93451,-7.9146605,26.74638,-1.3223166,17.939875,-11.855647,-6.573645,-22.624044,-9.491189,-9.789199,1.6101965,-5.7051673,100.18697,53.16876,26.986534,23.228464,22.791918,18.032942,13.5412,11.490572,15.725711,11.928507,12.344554,10.882061,14.135517,-58.875088,165.09985,40.975967,94.52716,40.134247,58.103477,21.723822,19.420525,9.1073265,17.10652,25.82708,26.252832,27.611197,-459.63028,-93.117355,-63.08909,-19.195488,-58.733635,-24.496716,-44.415455,-35.772205,-62.62603,-44.55101,-37.324318,-26.480059,-40.581566,felicidade
-220.31909,73.80092,-10.2515955,-21.288734,-22.033886,-11.503115,-16.61549,-1.3195616,-13.512108,-14.971944,-9.524784,-2.190749,-10.733674,41.69798,33.02749,30.550535,22.789948,18.93851,18.087408,18.592468,13.115722,11.502969,10.434583,8.6910925,9.343826,7.724298,-130.56972,129.50838,48.10811,34.827774,27.663715,35.60044,20.422321,34.30329,5.6362934,6.9882307,11.298481,20.11435,9.324687,-374.24744,-42.99494,-93.91673,-89.4798,-61.717857,-57.47482,-72.84205,-35.44191,-55.699524,-39.109665,-34.277836,-36.245995,-29.972895,raiva
-343.33646,90.10483,-42.95573,-6.3325047,-25.40748,-12.628666,-33.172707,-12.917165,-4.469798,-20.19801,-15.6691885,-9.767118,-13.47464,85.13605,46.115017,40.94068,30.822855,24.02932,15.560139,17.052605,11.911396,12.151775,16.044086,12.354243,10.825692,8.578509,-135.20699,155.33353,38.946987,82.49329,35.66938,29.36568,1.6263218,15.353285,20.009907,14.331145,13.217344,17.624287,2.764429,-561.1812,-68.03119,-146.5816,-81.86635,-79.59356,-55.345676,-84.35759,-43.01061,-38.32309,-58.42079,-55.954525,-35.037025,-37.29673,raiva
-344.47543,113.521835,12.615077,25.85719,12.055761,8.708744,-5.733344,3.5605514,-5.1721983,-6.4972515,-7.9710236,-1.2181967,-6.5745373,93.94273,50.92258,25.406712,20.449713,17.508762,20.011837,16.157063,13.818993,12.100599,10.954291,10.326793,9.769924,8.797377,-184.05803,217.13593,57.856514,85.58191,49.95919,41.16893,18.807068,30.614117,14.39189,13.385838,17.243229,19.948053,8.276076,-490.37363,-2.5436716,-40.965622,-25.49092,-30.176113,-61.964066,-45.77334,-34.76632,-40.483627,-39.727272,-30.902777,-27.209879,-33.26073,neutro
-254.99232,84.13048,-13.41876,22.133581,2.0424638,8.672509,-5.2557516,-3.3389378,-28.951162,-10.85694,-1.8925773,0.3169191,-8.281222,120.34136,50.522762,25.16151,26.501976,18.931515,21.306463,13.002355,14.51719,20.02539,11.491611,10.502961,11.637248,10.507339,-92.1171,171.28271,36.56604,83.35443,40.533398,67.28082,27.577906,31.178719,7.313259,17.106667,15.727895,28.705612,20.395119,-532.5547,-67.943954,-60.067158,-29.59653,-71.91002,-47.417805,-33.972866,-29.727123,-74.65419,-47.644432,-37.36277,-25.662535,-34.802837,felicidade
-288.52194,119.97189,-1.6127506,27.018621,2.7250822,11.403087,-2.8320243,7.2560515,-2.1895876,-2.6235101,-8.617242,6.199283,-8.595035,107.665,57.582973,30.548548,19.102812,21.23239,17.203474,17.87338,11.398007,17.102251,11.251946,12.309803,13.07827,10.182613,-128.4168,221.67944,57.85607,68.84335,62.820797,51.082684,20.728638,37.783226,39.326717,22.541718,13.473921,38.60876,11.682483,-503.62842,-28.654404,-94.13488,-11.258328,-43.991844,-22.731377,-53.14456,-19.393063,-32.957893,-33.83995,-38.390038,-21.76696,-36.653397,neutro
-369.82996,99.20518,-10.633592,14.224162,5.6047077,-1.424091,-20.911003,8.617113,-12.039031,-3.2923005,0.124753885,-7.544253,-4.94548,155.69104,49.48379,42.101254,28.218044,20.370806,16.911255,24.35292,12.174788,18.630466,11.639567,9.611295,11.402923,8.233992,-109.547905,193.77249,53.043793,113.10809,61.717216,36.81227,17.829361,47.21125,27.983435,28.587648,27.288023,15.579856,10.931923,-592.4749,-31.949272,-117.57184,-52.61111,-52.11374,-54.323612,-84.89336,-18.896334,-58.8985,-46.66618,-31.133093,-39.538765,-29.028141,raiva
-228.96155,67.75372,-6.092694,26.605436,-0.22462112,17.427322,-10.011699,-6.449739,-20.868258,-9.394702,-9.389465,0.23658746,-6.064068,118.26536,56.913105,28.809795,23.367983,23.346273,18.225357,14.599797,11.720602,17.132946,12.460706,12.584849,11.678496,13.552987,-42.661587,169.87946,46.709484,92.309555,43.2975,60.551865,26.380457,21.109497,12.61249,18.648403,24.772278,28.799671,28.060602,-486.9996,-98.54083,-67.841156,-24.511705,-65.22598,-29.625078,-47.226868,-39.62758,-65.74622,-44.129547,-43.29542,-32.250854,-43.42809,felicidade
-202.24907,101.32619,2.281876,16.348286,0.42354643,11.765365,-23.99966,12.816816,-13.731973,3.358192,1.6003712,-5.9399796,-2.2151897,74.25879,48.85743,23.73756,32.819107,19.222448,8.766722,17.995926,8.866685,12.37574,12.919888,11.14448,10.131134,8.180246,-80.16155,192.6474,40.271347,87.34534,40.033737,31.843218,21.614742,30.490622,11.438096,30.78146,33.13086,10.4512205,20.060432,-384.33887,-44.830334,-74.82875,-49.027367,-49.246246,-15.087494,-66.35512,-9.735668,-43.17869,-27.413883,-31.356756,-33.41053,-20.032377,neutro
-341.1675,73.07525,-27.888845,-2.9938943,-17.36328,-5.4602833,-27.309134,-12.91031,-5.575823,-7.3130307,-16.702377,-3.7817998,-12.105322,68.68593,36.7347,38.405994,28.69269,22.116848,14.940908,13.144639,12.312723,10.473224,10.203014,12.627314,9.609948,8.597986,-140.32632,139.87863,38.34456,73.71576,46.54462,32.321777,0.7730324,18.650707,26.78515,20.873878,14.450493,18.53697,5.2477174,-459.50653,-28.39397,-114.293365,-75.33992,-75.86903,-43.05214,-69.45125,-47.69724,-30.196442,-38.10427,-50.715096,-28.642214,-35.07793,raiva
-220.42049,85.96684,-14.950767,1.0919878,-9.539539,6.0934176,-33.692493,-3.157473,-11.471367,-5.9973392,-20.559217,-2.9802153,-15.843101,86.300896,48.30877,30.874983,17.9136,21.324535,16.976791,20.955652,13.843588,10.508384,10.5256605,12.464183,13.385796,9.726731,-83.784355,165.7419,37.38108,29.125383,23.595676,49.8973,2.8009062,28.712654,15.807167,15.229176,5.9007435,23.602484,1.223289,-426.95267,-17.605589,-86.26695,-55.927982,-69.34409,-29.521282,-83.71757,-34.61313,-38.162704,-32.885628,-49.02896,-31.831993,-46.56343,felicidade
-187.9966,76.21899,-13.351179,16.180437,13.522168,17.120586,-15.001732,-2.8425267,2.2191997,-12.518923,-10.338538,-2.1777372,-3.9825175,57.16358,37.505196,29.839289,25.040295,19.24116,15.814263,20.293724,13.636856,9.126881,12.852931,9.850806,7.802829,7.774603,-65.62695,141.52994,49.509308,77.9819,44.036934,48.538643,25.036854,27.674103,26.264343,12.643,14.929204,23.068636,14.566861,-317.13153,-24.32066,-85.72096,-39.428238,-39.25166,-25.11051,-67.55034,-35.65821,-20.272179,-52.66852,-35.401436,-23.70839,-21.726221,raiva
-271.48892,63.157642,-5.616094,36.300053,7.2454405,19.133776,-2.4027517,1.7921369,-2.4364138,-0.6920529,-3.4949563,1.1190143,-2.5017483,149.88681,57.685192,27.759207,28.441309,17.863146,15.607623,17.1734,13.419061,16.397306,12.043581,9.518376,13.17789,10.278514,-7.342248,171.34523,66.16695,95.58889,41.03356,67.1274,32.065624,46.175964,28.11265,22.424572,19.927485,27.13858,19.045567,-537.6215,-116.14203,-75.74639,-52.332664,-44.372414,-18.165035,-46.994736,-32.540894,-49.007935,-38.53986,-38.506805,-35.02861,-32.18136,raiva
-215.00275,61.99419,-30.73865,-21.162903,-10.141874,-3.9187868,-14.631204,-1.3914626,5.705469,-9.580268,-8.3681755,6.2482467,-2.0724194,63.28602,29.172014,35.253223,18.65089,17.289831,16.795856,14.901979,13.124836,11.907731,11.430879,10.4701805,11.214031,7.6275997,-84.32222,128.2426,31.129358,21.908485,39.028267,29.712105,18.60205,22.401348,34.93985,10.695147,18.160156,33.470978,18.655231,-314.68127,3.3332493,-101.33775,-58.047432,-51.23152,-54.55862,-52.94004,-38.14655,-21.399954,-40.38439,-45.11887,-18.279076,-20.423347,felicidade
-249.24373,91.17055,-7.739603,-1.6671659,-13.63036,-5.6806517,-14.427996,-13.026793,-11.099182,-7.2209983,-21.436047,-5.050666,-1.188604,61.339073,42.894356,26.383919,17.657333,15.35874,25.052643,12.315401,15.078865,13.671575,12.255437,10.3697405,9.602517,9.506283,-155.81038,152.8875,45.449562,41.92733,26.681564,47.224167,9.694066,25.753132,22.642735,18.886118,9.60705,17.07248,20.459799,-385.4243,-12.753478,-57.8574,-46.18647,-50.86165,-53.448048,-42.0558,-41.992092,-39.77585,-35.53486,-47.02762,-29.235386,-23.409538,felicidade
-181.75945,129.98642,-11.093343,24.004677,1.7148242,18.533888,-12.673099,8.578648,-14.906977,-5.248157,-15.68157,-4.858118,-9.691546,42.30125,39.40876,20.373383,24.937805,20.590172,12.055857,9.958204,10.188091,9.092481,15.454456,8.229518,8.865355,8.290939,-68.95629,193.9774,44.54631,87.958275,49.551502,51.427643,11.922894,35.67289,8.333591,26.000427,6.5102367,20.166218,6.8270187,-286.43967,24.52766,-51.061905,-28.097652,-39.859276,-1.8413798,-36.63743,-14.328674,-34.67047,-37.733727,-36.92917,-24.02228,-35.54437,neutro
-278.46185,92.80132,14.060899,32.706673,18.528755,23.069353,2.0897555,-0.8630472,-5.3036175,0.15857221,-10.5287285,-4.4237204,-5.096668,75.32859,46.180237,19.48321,22.71204,20.296293,9.830034,12.667425,13.946112,12.372699,9.418652,10.371276,11.30569,8.81518,-136.22554,187.46489,49.949215,109.56206,65.7527,44.94862,21.332874,29.348356,17.442486,24.79546,10.945603,21.24767,14.066384,-443.977,5.0723457,-55.574314,-8.940899,-33.957935,-4.5402217,-37.607063,-38.648335,-36.55654,-24.151094,-34.515575,-42.703423,-36.09378,tristeza
-258.23962,47.690624,20.02456,20.50599,5.82865,12.658317,1.7012349,3.1685016,-10.007729,-3.6406739,-5.9534655,-2.081736,-4.4120936,73.2826,40.652634,17.591612,15.309243,14.430944,14.958803,9.812523,8.719476,12.440919,9.053332,9.19672,9.521593,7.64664,-55.976322,131.92941,62.95037,68.72891,44.474205,43.43243,28.07433,24.071754,12.663471,25.351704,13.572464,16.85659,14.255533,-357.04974,-57.082127,-10.001974,-14.173647,-29.267597,-29.715431,-21.37464,-23.357777,-51.332214,-26.678162,-41.382507,-27.70863,-24.84491,tristeza
-249.68935,166.50626,4.0464444,-1.842388,2.1546988,7.185449,-11.609239,-1.0663433,-15.045979,-9.111244,-19.674263,-8.033691,-2.521919,78.26818,49.09126,24.029182,21.168951,17.4499,24.129665,11.72865,11.153302,12.022249,14.028557,10.8659115,10.145725,13.098005,-126.441475,225.55872,53.41734,66.39526,35.09446,67.19786,13.247656,25.677277,4.233819,22.519993,-1.1491586,12.945473,24.842995,-464.89896,-4.290565,-41.36409,-43.585793,-29.985924,-37.94399,-34.13482,-32.44123,-51.7221,-36.51243,-51.335793,-40.860275,-35.685875,neutro
-226.41588,111.79689,-3.607444,19.041546,2.0530982,19.309496,-18.7925,-13.0992365,-6.7835517,-4.258601,-14.604805,-8.281843,-9.042755,90.69929,68.5746,26.808762,28.033207,22.498108,22.250608,17.5099,13.874033,13.662764,12.96623,10.693988,9.345923,10.312647,-98.52725,223.16296,61.72575,81.79576,56.303333,83.13611,21.58656,20.28976,28.786396,18.784382,11.626165,16.26853,16.792686,-448.0097,-63.335487,-59.52188,-50.277374,-57.874294,-28.402666,-70.54134,-53.787987,-43.526863,-41.227814,-43.77295,-33.511326,-43.91011,felicidade
-244.28769,93.46497,-45.08038,-20.267948,-16.107609,-3.8068392,-30.801353,-9.564598,-12.169187,-10.903203,-15.0361595,5.0031123,-5.7255497,77.5787,43.034348,30.26731,20.152885,17.668892,13.807252,15.677039,13.758123,12.09295,13.392362,13.033926,10.385566,9.635934,-137.3497,165.75757,29.38721,33.774895,15.404242,34.48441,0.8900098,22.116882,7.783419,14.334545,7.864519,37.49868,20.820232,-475.60202,0.8739761,-92.23932,-59.36515,-53.50698,-35.553185,-67.74878,-42.795643,-40.54017,-35.701157,-41.23884,-24.174541,-29.007938,felicidade
-292.02237,90.15111,-21.698103,0.8744283,0.23581867,-7.1236453,-17.386847,4.347967,-8.818408,-8.902745,0.08556413,-4.1950893,-8.407089,141.59071,53.069195,38.910305,23.153856,17.886326,17.828115,23.809309,15.182422,14.395478,10.497768,9.79778,14.937684,8.345139,-23.923244,186.37086,40.55125,53.68468,30.983433,29.497763,22.09138,41.670128,18.0979,17.774933,22.594948,25.947191,10.105734,-508.29947,-10.51898,-90.19014,-76.74145,-55.964806,-64.52622,-74.183716,-24.395166,-43.958916,-41.722984,-30.707657,-50.606552,-35.172592,felicidade
-246.08492,146.90613,-10.723028,16.8894,5.004679,22.974054,-13.709253,7.6987934,-6.5230784,-6.9984956,-15.673494,12.125906,-10.00443,78.732414,56.215134,19.188889,27.776054,24.234549,18.4078,13.249277,9.27339,14.91358,11.075307,13.040095,8.268936,11.197187,-116.57704,230.95895,39.53952,76.80706,55.918427,58.791405,14.761151,33.702377,32.83667,16.431149,13.125008,32.106216,17.471195,-515.9978,-15.725355,-49.69555,-40.49003,-34.860863,-17.247692,-39.777214,-11.822417,-37.761787,-30.8938,-43.1497,-13.689138,-34.606575,neutro
-183.57071,78.66825,9.576601,33.71044,14.648155,16.58943,-6.782486,7.3589206,-5.044684,1.0869398,-4.4549217,-1.5062094,-5.9494057,82.6434,46.05476,24.032879,20.3626,19.040663,12.452792,14.242248,10.246281,10.627908,9.113261,8.313545,10.747213,8.174893,-32.845947,140.0018,56.489212,83.84726,62.29112,44.13757,18.091473,31.349518,17.148176,26.083645,13.554861,24.307861,13.987692,-346.79868,-64.13437,-57.1088,-9.467537,-34.172546,-12.895743,-52.26391,-21.89106,-33.063705,-28.099537,-25.417385,-33.882923,-28.588882,tristeza
-249.52434,67.48757,6.851486,35.640545,8.562139,22.15312,0.3992122,13.324785,-2.533153,8.242363,-8.561676,6.763372,-4.705012,74.37926,44.69798,32.33204,17.281515,16.423693,14.1078415,8.986191,8.392856,10.537598,10.388954,7.3982925,8.668889,7.7916784,-76.52342,155.14334,59.856743,77.712555,60.250984,65.60956,25.806293,34.868263,20.957457,32.909416,9.783845,35.353157,22.628302,-344.5685,-1.5783433,-93.34458,-3.6711168,-36.077522,-5.5093503,-20.259655,-9.294259,-26.844028,-16.881334,-30.227495,-19.522366,-34.179512,tristeza
-314.47037,104.10394,12.627229,28.765038,1.4455987,3.4372482,-13.593163,14.169694,-5.0087776,-0.8125043,-2.21287,-8.782661,-5.0779753,109.14895,55.927258,23.999434,23.873749,18.441027,9.507777,16.82067,12.932733,12.930025,8.959119,9.112832,10.024119,7.363203,-96.17554,175.53375,46.090107,87.404884,42.20582,40.360832,15.620717,54.548767,22.268785,28.30294,22.025692,11.721542,20.652798,-462.90424,-64.91023,-55.690697,-2.2902448,-52.814438,-20.244963,-73.25745,-16.849314,-39.35211,-28.597858,-24.623714,-33.50566,-26.578777,tristeza
-310.252,125.117004,-18.164627,5.041658,6.064547,-4.971647,-22.769838,0.5828658,-13.979846,-8.554023,-3.1580946,-8.871658,-5.870371,117.68998,47.24884,35.837086,23.709185,23.943829,23.810177,19.69388,13.514841,12.3405485,12.79217,11.017762,14.321653,11.582577,-121.15537,228.69176,36.31906,61.82691,64.2347,31.672092,16.882874,38.67,10.722866,20.850807,26.095665,16.551481,14.326929,-530.14966,6.597066,-85.838715,-74.15792,-41.203247,-80.3065,-65.16577,-26.946182,-41.592205,-33.713768,-28.69474,-48.08825,-38.790405,felicidade
-325.37286,90.14305,16.358727,30.998302,17.754526,17.422525,-2.4659624,4.6441326,-3.648985,-2.9572344,-7.487986,-5.008085,-6.782407,99.42902,56.141754,23.808928,23.959148,19.366592,11.797939,17.557554,11.55822,11.866861,12.033453,10.501942,11.435366,8.114693,-125.004,200.50427,70.815765,94.462524,66.628586,49.632988,21.007076,39.570724,20.660994,24.135857,12.422556,24.697905,12.167361,-473.06616,-48.754852,-45.298096,-21.277206,-37.337585,-18.662142,-55.713352,-25.527025,-35.35476,-36.231613,-42.59208,-37.42485,-33.833046,tristeza
