Mean_0,Std_0,Min_0,Max_0,label
0.15714829,0.092349395,0.38086572,0.0035711853,tristeza
0.06134612,0.06433759,0.26141986,0.0007078497,raiva
0.11477882,0.08222915,0.4269135,0.0006801132,felicidade
0.10086615,0.103518665,0.5306489,0.0029139,tristeza
0.075557604,0.084172994,0.3898364,0.0007168948,neutro
0.112674914,0.113875985,0.44947982,0.00054211717,raiva
0.08408424,0.08642082,0.37359202,0.0007937196,raiva
0.09613778,0.12077178,0.6003213,0.0019307171,neutro
0.10397548,0.11216488,0.49888745,0.00048400828,felicidade
0.108163714,0.106824234,0.47461045,0.0020740237,tristeza
0.07492395,0.084610865,0.36883658,0.00017414743,felicidade
0.13006043,0.119287275,0.49680075,0.003254897,neutro
0.10980743,0.086361945,0.38823313,0.0020738703,felicidade
0.08849124,0.0648597,0.2948078,0.0009578482,raiva
0.13011414,0.082081966,0.29952362,0.0011541839,neutro
0.100885876,0.1023849,0.36973652,0.0029268546,neutro
0.050635938,0.062470835,0.29452163,0.0003602384,felicidade
0.100051515,0.07262254,0.3350678,0.0012436659,felicidade
0.09296837,0.056654155,0.23911424,0.0035546012,neutro
0.057325825,0.07334579,0.32501283,0.0039617815,tristeza
0.09587882,0.075542174,0.38334167,0.0016704506,tristeza
0.06547746,0.07904941,0.33997935,0.00072462496,neutro
0.062419493,0.06890956,0.2955122,0.00048612794,raiva
0.10870287,0.07637969,0.30480403,0.0010376218,neutro
0.11489899,0.10194713,0.5293909,0.00095203234,neutro
0.11822695,0.10866108,0.4126772,0.0022417824,tristeza
0.06089232,0.08211284,0.3170947,0.0048592114,neutro
0.119121335,0.100448586,0.33011806,0.0018430587,tristeza
0.06460171,0.06302408,0.30276468,0.0009467323,felicidade
0.08439063,0.093446314,0.43529564,0.00060241163,raiva
0.05356314,0.073045924,0.40365237,0.0002833416,felicidade
0.034693398,0.042274248,0.24710225,0.00077991636,raiva
0.115960985,0.1283301,0.48928818,0.0036404268,tristeza
0.09632413,0.09560615,0.4671703,0.00095120445,felicidade
0.11951581,0.121188484,0.5547836,0.00049345667,raiva
0.052738145,0.064666376,0.28934982,0.0003043327,felicidade
0.17680508,0.12396232,0.43527207,0.0030474004,tristeza
0.06829246,0.076743774,0.3694545,0.00030006282,raiva
0.07686797,0.09480953,0.35674605,0.004114535,neutro
0.06554042,0.07908372,0.33556986,9.9680066e-05,felicidade
0.17662159,0.15112457,0.4729204,0.00034616786,raiva
0.09546256,0.09327633,0.39608276,0.0030538975,tristeza
0.11751525,0.11179108,0.39205953,0.00082734984,raiva
0.078176245,0.07917086,0.3972204,0.00063614507,raiva
0.063889965,0.06442372,0.2500131,0.002075008,tristeza
0.10286527,0.08749568,0.387698,0.00036932755,felicidade
0.15828702,0.13348064,0.45585293,0.0030543704,tristeza
0.08268686,0.07719671,0.34344295,0.002239549,tristeza
0.09898998,0.098578624,0.35992873,0.0028761711,tristeza
0.107901245,0.07449625,0.36726752,0.001284028,felicidade
0.16805416,0.12138659,0.3784826,0.0077426615,neutro
0.13233773,0.09001392,0.3990352,0.004331488,tristeza
0.08044032,0.07818466,0.35488698,0.000575596,felicidade
0.08702435,0.07568318,0.40898332,0.0006895762,felicidade
0.11197263,0.09708927,0.376605,0.00025116422,felicidade
0.07591479,0.07720464,0.40950763,0.0003619084,felicidade
0.08467114,0.06956777,0.40269107,0.0009174719,felicidade
0.11756099,0.14597301,0.5617632,0.0004077864,raiva
0.09051385,0.092768475,0.34053445,0.002059182,neutro
0.124218404,0.09534813,0.32401517,0.002103621,neutro
0.07711551,0.10200193,0.4287948,0.001915771,neutro
0.078569345,0.08606822,0.42435715,0.00045478117,raiva
0.093785,0.09853869,0.33151603,0.0027064176,tristeza
0.063744426,0.05185186,0.2328229,0.0013903804,felicidade
0.105707616,0.0879312,0.3318779,0.0006876597,felicidade
0.087237954,0.07559565,0.3043121,0.0008587353,raiva
0.05147765,0.06572231,0.30589128,0.00044224635,raiva
0.08222784,0.0948716,0.3399742,0.0011924463,neutro
0.10051938,0.08719774,0.302641,0.00044666688,felicidade
0.08959085,0.065855324,0.31485564,0.0023793976,felicidade
0.08896661,0.09742396,0.45728862,0.00026900633,raiva
0.09716933,0.11022291,0.41629627,0.007446923,tristeza
0.10652192,0.13644826,0.53112984,0.0034298217,tristeza
0.07219346,0.09302738,0.33749095,0.0023050604,neutro
0.15961301,0.15651803,0.6936292,0.0004275323,raiva
0.10678648,0.08093415,0.3501767,0.0024530664,tristeza
0.087279096,0.07799487,0.28310516,0.0024320504,felicidade
0.11915208,0.10250164,0.43002546,0.002589709,tristeza
0.14694108,0.08298307,0.3313183,0.0060675996,neutro
0.11244732,0.06500239,0.28595543,0.003833161,neutro
0.08366052,0.100566454,0.35005984,0.0042319205,tristeza
0.12869774,0.07188086,0.26357615,0.0042914306,tristeza
0.06761678,0.07190191,0.28761747,0.00039433266,felicidade
0.13923715,0.0917046,0.33284563,0.0040505864,tristeza
0.0801956,0.07009879,0.30191523,0.0017773125,tristeza
0.12699932,0.107403696,0.46945375,0.00054212776,felicidade
0.10248833,0.104924135,0.46076328,0.0020254415,tristeza
0.118593104,0.08563275,0.34871575,0.0013734776,raiva
0.09021492,0.089401715,0.4665343,0.003754347,tristeza
0.10618056,0.09100811,0.35302913,0.0014623785,neutro
0.095899455,0.081492305,0.33801952,0.0021765577,felicidade
0.098626584,0.11201832,0.43449044,0.002346457,tristeza
0.08804746,0.094541885,0.4383413,0.0036630987,tristeza
0.12687519,0.09356977,0.37397233,0.002978832,tristeza
0.12551628,0.09808172,0.48295206,0.0034230226,tristeza
0.16528617,0.084610134,0.30851614,0.0069470075,neutro
0.07212857,0.08169517,0.38388076,0.0006922194,felicidade
0.069203936,0.06251914,0.27164224,0.0021750922,felicidade
0.060259856,0.07995124,0.37492764,0.0002154122,felicidade
0.110798076,0.093918316,0.36183542,0.001974891,tristeza
0.09165473,0.09035122,0.35793385,0.0015330238,neutro
0.113576606,0.06127964,0.2901972,0.0015116066,neutro
0.0984212,0.09590849,0.42110062,0.0013659087,felicidade
0.06919617,0.094951674,0.376998,0.00254482,tristeza
0.07100181,0.055644944,0.18436027,0.0011006232,raiva
0.14606737,0.08664729,0.31607208,0.003366926,neutro
0.060097158,0.063952535,0.2808483,0.0026155286,tristeza
0.10007622,0.089198776,0.32459468,0.0010352941,neutro
0.15535593,0.15688702,0.5591499,0.00052436034,raiva
0.047355503,0.05334447,0.23838915,0.00067249476,raiva
0.123383775,0.10461694,0.41469488,0.0028643329,tristeza
0.118360095,0.06257625,0.27533358,0.0049400777,neutro
0.14691298,0.103823945,0.407092,0.0023016229,tristeza
0.031706374,0.032221396,0.1939511,0.0010145896,raiva
0.102973565,0.101649396,0.4372465,0.0020756288,tristeza
0.17655,0.12393234,0.40030596,0.0017826004,tristeza
0.054778125,0.057769347,0.23062795,0.00086074404,raiva
0.08393961,0.08592321,0.40063953,0.0006775304,felicidade
0.06996377,0.08000351,0.34369564,0.0011841601,felicidade
0.06759666,0.0665693,0.29412025,0.0012596619,neutro
0.14600278,0.10858504,0.3578427,0.002139668,neutro
0.08710315,0.10444695,0.39346987,0.0026077318,neutro
0.11770768,0.10139475,0.34445235,0.0040889764,neutro
0.04159439,0.047590207,0.3063085,0.00028307305,raiva
0.14080031,0.108718,0.46129426,0.0025809195,tristeza
0.107422546,0.092846654,0.3082502,0.00038286313,felicidade
0.0782784,0.12542236,0.5704211,0.00028418135,raiva
0.097822875,0.11042008,0.51827294,0.003970196,neutro
0.16001035,0.08689085,0.31032085,0.0019513423,neutro
0.04325011,0.04355976,0.2551661,0.00037863333,raiva
0.03894573,0.053320196,0.28795066,0.0004964113,raiva
0.092324525,0.09383398,0.4450418,0.0005003819,raiva
0.16135527,0.13962354,0.5106084,0.00032708386,raiva
0.1116273,0.10207315,0.37655452,0.0032735856,neutro
0.08392388,0.07125668,0.27510762,0.0019027072,neutro
0.04887694,0.06713469,0.275439,1.824798e-05,felicidade
0.13892879,0.13208395,0.49716276,0.0048183547,neutro
0.11667849,0.112740345,0.3899021,0.00089078874,felicidade
0.17032976,0.08504944,0.3617723,0.011872411,neutro
0.0802167,0.08634418,0.4485051,0.001081515,felicidade
0.05039325,0.05658776,0.229396,0.00050920626,raiva
0.16103652,0.13802512,0.5786385,0.0005943316,felicidade
0.051011436,0.058422867,0.22273394,0.00097276625,raiva
0.076756135,0.08084183,0.29265404,0.0022275313,neutro
0.0759669,0.09946218,0.4392556,0.0034637756,neutro
0.1658443,0.09867561,0.403025,0.0039552795,tristeza
0.09269253,0.09339382,0.313783,0.00074066245,felicidade
0.058041435,0.080498055,0.38778108,0.00048701392,raiva
0.09050343,0.08606132,0.34248373,0.0004888746,raiva
0.11210983,0.09441441,0.35098535,0.0011669839,raiva
0.073979326,0.042394,0.20255649,0.0023234668,neutro
0.11901111,0.10478838,0.3996013,0.00029833167,felicidade
0.09809202,0.09031326,0.35064974,0.0029801377,tristeza
0.16297987,0.15488864,0.5677732,0.0027228114,tristeza
0.07204971,0.07125825,0.28677702,0.00071708986,raiva
0.03455594,0.043643083,0.28839138,0.000612682,raiva
0.119752936,0.111559704,0.4069677,0.0036387662,tristeza
0.09948498,0.09576077,0.34076267,0.00039039657,raiva
0.12602074,0.091441944,0.3902357,0.002789334,tristeza
0.071886644,0.06836378,0.33308375,0.00090205396,felicidade
0.12623197,0.11180508,0.4117007,0.00069652346,raiva
0.1036096,0.083189815,0.25788826,0.0033230088,tristeza
0.07380695,0.08612826,0.40082973,0.0010798618,felicidade
0.07955602,0.07584985,0.30181232,0.002443092,tristeza
0.033631265,0.053153217,0.27753368,0.00029091327,raiva
0.10880196,0.098627254,0.48239288,0.0016729183,neutro
0.07323057,0.08530169,0.45203304,0.0013752561,tristeza
0.06619349,0.067750454,0.26477426,0.00088604016,raiva
0.05045804,0.055518694,0.25594082,0.00043491207,raiva
0.08289641,0.065884426,0.23670775,0.0012594203,raiva
0.12065909,0.11571833,0.4209024,0.0012595352,felicidade
0.13377105,0.10178732,0.46457595,0.0022181964,tristeza
0.10127337,0.096892424,0.3845748,0.0013454889,felicidade
0.06753733,0.068472795,0.30087608,0.0018156543,neutro
0.066134475,0.062228613,0.33910024,0.00049090566,felicidade
0.044878278,0.042906556,0.21482013,0.0010158366,raiva
0.16772206,0.13548075,0.5324105,0.0033402536,tristeza
0.045228615,0.04960196,0.2501011,0.0014443328,neutro
0.07137424,0.09911681,0.39843175,0.003085311,neutro
0.104958534,0.071657225,0.29528075,0.004461349,neutro
0.09498683,0.07935345,0.31140587,0.000598378,felicidade
0.107044995,0.15796456,0.8315146,0.0004230841,raiva
0.12317479,0.09021864,0.4602684,0.0039984086,tristeza
0.10289622,0.093578905,0.37583038,0.0006092587,raiva
0.06803632,0.079128005,0.386689,0.0012115986,tristeza
0.1583049,0.1264904,0.5349092,0.00090923085,raiva
0.09452364,0.08942044,0.33761945,0.0014710223,tristeza
0.100861914,0.073858224,0.2472921,0.004174265,neutro
0.07658064,0.08266839,0.4460472,0.00051989424,raiva
0.10544872,0.08207976,0.32666734,0.0038171527,tristeza
0.08728065,0.08997603,0.32856146,0.0013817267,tristeza
0.077111,0.08903314,0.38929698,0.00085477286,felicidade
0.0390861,0.069396496,0.4567786,0.00042018338,raiva
0.10074874,0.104218416,0.48873407,0.0007136218,raiva
0.11334736,0.10515227,0.45135754,0.0034199674,neutro
